PROV_ID,YEAR,WEEK,EVA71,CVA16,OTHER
15,2009,15,72,58,24
15,2009,16,106,85,36
15,2009,17,207,167,44
15,2009,18,222,178,47
15,2009,19,208,168,45
15,2009,20,289,233,62
15,2009,21,365,326,86
15,2009,22,415,371,98
15,2009,23,525,469,124
15,2009,24,612,547,144
15,2009,25,738,642,327
15,2009,26,794,691,351
15,2009,27,710,618,314
15,2009,28,627,546,278
15,2009,29,555,419,143
15,2009,30,437,330,112
15,2009,31,344,259,88
15,2009,32,352,266,91
15,2009,33,202,270,87
15,2009,34,154,206,66
15,2009,35,125,167,54
15,2009,36,128,170,55
15,2009,37,191,300,75
15,2009,38,250,394,99
15,2009,39,254,401,100
15,2009,40,169,266,67
15,2009,41,197,152,44
15,2009,42,156,121,35
15,2009,43,161,125,36
15,2009,44,140,109,32
15,2009,45,48,112,48
15,2009,46,21,49,21
15,2009,47,13,29,13
15,2009,48,15,35,15
15,2009,49,8,28,4
15,2009,50,6,19,3
15,2009,51,8,26,4
15,2009,52,7,24,4
15,2009,53,3,4,1
15,2010,1,3,4,1
15,2010,2,2,2,0
15,2010,3,1,2,0
15,2010,4,0,1,0
15,2010,5,0,0,0
15,2010,6,0,0,0
15,2010,7,0,0,0
15,2010,8,0,1,0
15,2010,9,0,0,0
15,2010,10,1,2,0
15,2010,11,1,1,0
15,2010,12,4,9,4
15,2010,13,9,19,9
15,2010,14,17,37,17
15,2010,15,19,41,19
15,2010,16,32,34,13
15,2010,17,34,36,13
15,2010,18,34,36,14
15,2010,19,73,77,29
15,2010,20,117,95,68
15,2010,21,141,114,82
15,2010,22,225,182,130
15,2010,23,216,174,125
15,2010,24,225,126,130
15,2010,25,255,142,147
15,2010,26,287,161,166
15,2010,27,270,151,156
15,2010,28,195,120,132
15,2010,29,181,111,122
15,2010,30,142,87,95
15,2010,31,105,64,71
15,2010,32,69,55,40
15,2010,33,54,43,31
15,2010,34,57,46,33
15,2010,35,46,37,26
15,2010,36,56,63,33
15,2010,37,58,65,35
15,2010,38,68,76,40
15,2010,39,66,74,39
15,2010,40,63,49,27
15,2010,41,59,47,25
15,2010,42,84,67,36
15,2010,43,87,69,37
15,2010,44,102,75,47
15,2010,45,96,70,44
15,2010,46,80,58,37
15,2010,47,50,36,23
15,2010,48,55,19,17
15,2010,49,40,14,12
15,2010,50,38,13,12
15,2010,51,25,9,8
15,2010,52,7,11,6
15,2011,1,6,10,6
15,2011,2,4,6,3
15,2011,3,1,2,1
15,2011,4,3,0,1
15,2011,5,0,0,0
15,2011,6,2,0,0
15,2011,7,2,0,1
15,2011,8,2,2,1
15,2011,9,2,1,0
15,2011,10,4,3,1
15,2011,11,5,3,1
15,2011,12,7,3,4
15,2011,13,7,3,4
15,2011,14,9,4,4
15,2011,15,8,3,4
15,2011,16,21,12,7
15,2011,17,25,14,8
15,2011,18,34,19,11
15,2011,19,51,29,17
15,2011,20,72,45,25
15,2011,21,102,63,36
15,2011,22,190,118,66
15,2011,23,254,158,89
15,2011,24,329,225,199
15,2011,25,349,239,211
15,2011,26,345,236,209
15,2011,27,329,225,199
15,2011,28,268,160,101
15,2011,29,238,142,89
15,2011,30,163,97,61
15,2011,31,142,85,53
15,2011,32,103,72,22
15,2011,33,83,58,18
15,2011,34,82,57,18
15,2011,35,84,58,18
15,2011,36,85,80,22
15,2011,37,129,122,34
15,2011,38,177,167,46
15,2011,39,173,164,45
15,2011,40,156,126,29
15,2011,41,112,91,21
15,2011,42,203,164,38
15,2011,43,211,171,39
15,2011,44,145,196,44
15,2011,45,148,200,45
15,2011,46,134,181,40
15,2011,47,117,158,35
15,2011,48,95,138,31
15,2011,49,73,106,24
15,2011,50,71,102,23
15,2011,51,46,66,15
15,2011,52,39,39,10
15,2012,1,19,19,5
15,2012,2,8,8,2
15,2012,3,5,5,1
15,2012,4,3,3,1
15,2012,5,3,3,1
15,2012,6,4,4,1
15,2012,7,2,3,1
15,2012,8,5,5,1
15,2012,9,5,4,1
15,2012,10,7,7,1
15,2012,11,8,8,2
15,2012,12,7,11,2
15,2012,13,6,10,2
15,2012,14,7,11,2
15,2012,15,7,11,2
15,2012,16,12,17,4
15,2012,17,18,24,6
15,2012,18,24,34,8
15,2012,19,38,54,13
15,2012,20,61,80,30
15,2012,21,83,108,40
15,2012,22,110,143,53
15,2012,23,135,176,65
15,2012,24,174,216,117
15,2012,25,217,270,146
15,2012,26,275,341,184
15,2012,27,317,393,212
15,2012,28,271,258,160
15,2012,29,219,208,129
15,2012,30,150,143,89
15,2012,31,122,117,72
15,2012,32,93,91,43
15,2012,33,66,64,30
15,2012,34,53,51,24
15,2012,35,48,46,22
15,2012,36,63,46,15
15,2012,37,95,69,23
15,2012,38,124,90,29
15,2012,39,116,85,27
15,2012,40,105,64,40
15,2012,41,71,43,27
15,2012,42,87,54,34
15,2012,43,97,60,37
15,2012,44,93,61,31
15,2012,45,79,52,26
15,2012,46,69,45,23
15,2012,47,47,31,16
15,2012,48,40,38,24
15,2012,49,33,32,20
15,2012,50,23,23,14
15,2012,51,9,8,5
15,2012,52,10,10,6
15,2013,1,4,4,1
15,2013,2,3,4,0
15,2013,3,1,1,0
15,2013,4,1,2,0
15,2013,5,1,1,0
15,2013,6,1,1,0
15,2013,7,1,1,0
15,2013,8,3,2,1
15,2013,9,1,1,1
15,2013,10,2,1,3
15,2013,11,3,2,4
15,2013,12,3,2,4
15,2013,13,6,4,9
15,2013,14,8,6,12
15,2013,15,12,8,18
15,2013,16,15,10,22
15,2013,17,16,7,33
15,2013,18,22,10,46
15,2013,19,35,16,73
15,2013,20,52,23,108
15,2013,21,99,42,159
15,2013,22,133,56,213
15,2013,23,201,85,323
15,2013,24,238,100,382
15,2013,25,241,105,363
15,2013,26,254,110,383
15,2013,27,237,103,357
15,2013,28,221,96,333
15,2013,29,124,90,201
15,2013,30,105,76,170
15,2013,31,84,61,136
15,2013,32,74,54,120
15,2013,33,56,37,81
15,2013,34,48,32,70
15,2013,35,41,27,59
15,2013,36,43,28,62
15,2013,37,46,63,70
15,2013,38,49,67,75
15,2013,39,52,72,80
15,2013,40,43,59,66
15,2013,41,45,52,46
15,2013,42,51,59,53
15,2013,43,70,80,72
15,2013,44,62,71,64
15,2013,45,50,71,75
15,2013,46,44,62,66
15,2013,47,41,58,61
15,2013,48,36,50,53
15,2013,49,36,38,27
15,2013,50,34,36,26
15,2013,51,25,26,19
15,2013,52,22,23,17
15,2013,53,4,4,3
21,2009,1,0,0,0
21,2009,2,0,0,0
21,2009,3,0,0,0
21,2009,4,0,0,0
21,2009,5,0,6,0
21,2009,6,0,4,0
21,2009,7,0,10,0
21,2009,8,0,10,0
21,2009,9,0,0,0
21,2009,10,0,0,0
21,2009,11,0,0,0
21,2009,12,0,0,0
21,2009,13,14,19,8
21,2009,14,29,39,16
21,2009,15,45,61,25
21,2009,16,51,69,28
21,2009,17,69,48,41
21,2009,18,85,59,51
21,2009,19,110,76,65
21,2009,20,157,108,93
21,2009,21,220,100,85
21,2009,22,232,106,90
21,2009,23,265,121,103
21,2009,24,359,164,140
21,2009,25,363,270,195
21,2009,26,446,331,240
21,2009,27,546,405,294
21,2009,28,690,512,371
21,2009,29,726,655,583
21,2009,30,741,667,594
21,2009,31,728,657,585
21,2009,32,662,596,531
21,2009,33,541,232,352
21,2009,34,391,168,255
21,2009,35,294,126,191
21,2009,36,258,111,168
21,2009,37,243,207,73
21,2009,38,234,199,70
21,2009,39,224,191,67
21,2009,40,173,147,52
21,2009,41,194,49,97
21,2009,42,124,31,62
21,2009,43,151,38,75
21,2009,44,135,34,67
21,2009,45,0,0,0
21,2009,46,0,0,0
21,2009,47,0,0,0
21,2009,48,0,0,0
21,2009,49,0,64,0
21,2009,50,0,48,0
21,2009,51,0,40,0
21,2009,52,0,32,0
21,2009,53,34,0,11
21,2010,1,24,0,8
21,2010,2,10,0,3
21,2010,3,11,0,4
21,2010,4,5,3,0
21,2010,5,7,5,0
21,2010,6,3,2,0
21,2010,7,5,3,0
21,2010,8,3,0,0
21,2010,9,4,0,0
21,2010,10,10,0,0
21,2010,11,15,0,0
21,2010,12,7,6,2
21,2010,13,8,7,2
21,2010,14,12,10,3
21,2010,15,29,25,8
21,2010,16,41,70,17
21,2010,17,51,86,21
21,2010,18,61,104,25
21,2010,19,128,216,52
21,2010,20,175,234,111
21,2010,21,189,253,120
21,2010,22,333,445,211
21,2010,23,429,575,272
21,2010,24,633,439,398
21,2010,25,808,560,508
21,2010,26,1002,695,630
21,2010,27,1054,730,663
21,2010,28,1135,688,722
21,2010,29,1115,677,709
21,2010,30,995,604,633
21,2010,31,775,470,493
21,2010,32,556,302,191
21,2010,33,467,253,160
21,2010,34,363,197,124
21,2010,35,258,140,88
21,2010,36,253,171,128
21,2010,37,205,139,103
21,2010,38,177,120,90
21,2010,39,125,85,63
21,2010,40,88,60,82
21,2010,41,84,57,78
21,2010,42,117,79,108
21,2010,43,132,89,122
21,2010,44,135,72,111
21,2010,45,110,59,90
21,2010,46,101,54,83
21,2010,47,85,45,70
21,2010,48,113,35,9
21,2010,49,62,19,5
21,2010,50,46,14,4
21,2010,51,36,11,3
21,2010,52,0,0,36
21,2011,1,0,0,29
21,2011,2,0,0,19
21,2011,3,0,0,7
21,2011,4,0,0,10
21,2011,5,0,0,5
21,2011,6,0,0,7
21,2011,7,0,0,5
21,2011,8,0,0,10
21,2011,9,0,0,14
21,2011,10,0,0,7
21,2011,11,0,0,16
21,2011,12,0,2,0
21,2011,13,0,2,0
21,2011,14,0,3,0
21,2011,15,0,3,0
21,2011,16,17,9,2
21,2011,17,20,10,3
21,2011,18,25,12,3
21,2011,19,32,16,4
21,2011,20,78,16,42
21,2011,21,103,21,56
21,2011,22,136,28,73
21,2011,23,210,43,113
21,2011,24,211,160,237
21,2011,25,286,218,321
21,2011,26,319,243,359
21,2011,27,406,309,457
21,2011,28,266,351,463
21,2011,29,234,310,409
21,2011,30,213,281,371
21,2011,31,189,249,329
21,2011,32,122,301,176
21,2011,33,106,261,152
21,2011,34,75,186,109
21,2011,35,64,158,92
21,2011,36,55,106,51
21,2011,37,41,79,38
21,2011,38,47,91,44
21,2011,39,38,73,35
21,2011,40,59,62,19
21,2011,41,50,52,16
21,2011,42,81,85,26
21,2011,43,82,85,26
21,2011,44,82,41,20
21,2011,45,84,42,21
21,2011,46,65,33,16
21,2011,47,52,26,13
21,2011,48,0,0,0
21,2011,49,0,0,0
21,2011,50,0,0,0
21,2011,51,0,0,0
21,2011,52,14,0,0
21,2012,1,12,0,0
21,2012,2,8,0,0
21,2012,3,4,0,0
21,2012,4,4,1,0
21,2012,5,7,1,0
21,2012,6,4,1,0
21,2012,7,14,3,0
21,2012,8,10,6,2
21,2012,9,13,8,2
21,2012,10,16,10,2
21,2012,11,17,10,3
21,2012,12,12,25,1
21,2012,13,11,24,1
21,2012,14,13,28,1
21,2012,15,20,43,2
21,2012,16,30,47,13
21,2012,17,34,54,15
21,2012,18,48,75,21
21,2012,19,65,101,29
21,2012,20,131,264,76
21,2012,21,228,458,132
21,2012,22,295,593,170
21,2012,23,393,791,228
21,2012,24,577,882,460
21,2012,25,771,1179,615
21,2012,26,913,1395,728
21,2012,27,1035,1583,826
21,2012,28,771,1416,815
21,2012,29,666,1223,704
21,2012,30,559,1027,591
21,2012,31,444,815,469
21,2012,32,362,684,268
21,2012,33,243,459,180
21,2012,34,144,272,107
21,2012,35,121,228,89
21,2012,36,77,190,125
21,2012,37,78,193,127
21,2012,38,79,195,128
21,2012,39,58,144,95
21,2012,40,44,124,27
21,2012,41,24,66,15
21,2012,42,31,87,19
21,2012,43,36,101,22
21,2012,44,37,84,16
21,2012,45,30,70,13
21,2012,46,25,57,11
21,2012,47,25,57,11
21,2012,48,0,12,2
21,2012,49,0,7,1
21,2012,50,0,6,1
21,2012,51,0,5,1
21,2012,52,0,4,1
21,2013,1,0,2,0
21,2013,2,0,1,0
21,2013,3,0,1,0
21,2013,4,0,0,0
21,2013,5,0,2,1
21,2013,6,0,2,1
21,2013,7,0,1,1
21,2013,8,0,1,1
21,2013,9,2,0,1
21,2013,10,3,0,2
21,2013,11,5,0,2
21,2013,12,6,0,3
21,2013,13,6,5,9
21,2013,14,8,7,13
21,2013,15,7,6,10
21,2013,16,9,8,13
21,2013,17,6,7,18
21,2013,18,11,12,30
21,2013,19,14,15,39
21,2013,20,25,27,70
21,2013,21,34,50,119
21,2013,22,39,58,138
21,2013,23,60,88,211
21,2013,24,81,119,284
21,2013,25,164,146,318
21,2013,26,214,190,414
21,2013,27,319,283,618
21,2013,28,375,332,726
21,2013,29,438,341,1110
21,2013,30,418,326,1060
21,2013,31,367,286,931
21,2013,32,390,304,990
21,2013,33,319,260,856
21,2013,34,263,214,705
21,2013,35,143,117,385
21,2013,36,90,74,242
21,2013,37,75,30,126
21,2013,38,67,27,113
21,2013,39,47,19,79
21,2013,40,35,14,59
21,2013,41,20,1,19
21,2013,42,23,2,22
21,2013,43,21,2,20
21,2013,44,20,2,20
21,2013,45,11,11,11
21,2013,46,9,9,9
21,2013,47,9,9,9
21,2013,48,7,7,7
21,2013,49,6,0,0
21,2013,50,4,0,0
21,2013,51,3,0,0
21,2013,52,3,0,0
21,2013,53,0,0,0
22,2009,1,0,0,0
22,2009,2,0,0,0
22,2009,3,0,0,0
22,2009,4,0,0,0
22,2009,5,0,1,0
22,2009,6,0,7,0
22,2009,7,0,12,0
22,2009,8,0,19,0
22,2009,9,0,0,0
22,2009,10,0,0,0
22,2009,11,0,0,0
22,2009,12,0,0,0
22,2009,13,23,31,13
22,2009,14,18,25,10
22,2009,15,21,29,12
22,2009,16,19,26,11
22,2009,17,38,26,23
22,2009,18,41,28,24
22,2009,19,35,24,20
22,2009,20,79,55,47
22,2009,21,82,37,32
22,2009,22,101,46,39
22,2009,23,124,57,48
22,2009,24,142,65,55
22,2009,25,172,128,93
22,2009,26,253,188,136
22,2009,27,343,254,184
22,2009,28,436,323,234
22,2009,29,485,437,389
22,2009,30,362,327,291
22,2009,31,343,309,275
22,2009,32,318,286,255
22,2009,33,328,141,214
22,2009,34,287,123,187
22,2009,35,285,122,185
22,2009,36,328,141,214
22,2009,37,327,278,98
22,2009,38,311,264,93
22,2009,39,290,247,87
22,2009,40,232,197,70
22,2009,41,237,59,118
22,2009,42,180,45,90
22,2009,43,168,42,84
22,2009,44,144,36,72
22,2009,45,0,0,0
22,2009,46,0,0,0
22,2009,47,0,0,0
22,2009,48,0,0,0
22,2009,49,0,70,0
22,2009,50,0,58,0
22,2009,51,0,62,0
22,2009,52,0,40,0
22,2009,53,31,0,10
22,2010,1,8,0,3
22,2010,2,11,0,4
22,2010,3,9,0,3
22,2010,4,9,6,0
22,2010,5,7,5,0
22,2010,6,2,1,0
22,2010,7,2,1,0
22,2010,8,4,0,0
22,2010,9,4,0,0
22,2010,10,10,0,0
22,2010,11,6,0,0
22,2010,12,7,6,2
22,2010,13,10,8,3
22,2010,14,9,7,2
22,2010,15,14,12,4
22,2010,16,33,56,14
22,2010,17,55,92,22
22,2010,18,57,97,23
22,2010,19,100,170,41
22,2010,20,175,235,111
22,2010,21,202,271,128
22,2010,22,294,394,186
22,2010,23,345,461,218
22,2010,24,548,380,345
22,2010,25,593,411,373
22,2010,26,661,458,416
22,2010,27,601,416,378
22,2010,28,587,356,373
22,2010,29,529,321,336
22,2010,30,509,309,324
22,2010,31,363,220,231
22,2010,32,280,152,96
22,2010,33,255,138,87
22,2010,34,263,143,90
22,2010,35,277,150,95
22,2010,36,247,168,125
22,2010,37,194,131,98
22,2010,38,200,135,101
22,2010,39,154,104,78
22,2010,40,119,80,110
22,2010,41,110,74,102
22,2010,42,134,91,124
22,2010,43,122,82,113
22,2010,44,143,76,117
22,2010,45,119,64,97
22,2010,46,114,61,93
22,2010,47,83,44,68
22,2010,48,100,31,8
22,2010,49,76,23,6
22,2010,50,58,18,4
22,2010,51,54,17,4
22,2010,52,0,0,56
22,2011,1,0,0,31
22,2011,2,0,0,23
22,2011,3,0,0,17
22,2011,4,0,0,6
22,2011,5,0,0,7
22,2011,6,0,0,8
22,2011,7,0,0,7
22,2011,8,0,0,13
22,2011,9,0,0,10
22,2011,10,0,0,20
22,2011,11,0,0,24
22,2011,12,0,4,0
22,2011,13,0,3,0
22,2011,14,0,6,0
22,2011,15,0,6,0
22,2011,16,28,14,3
22,2011,17,31,16,4
22,2011,18,26,13,3
22,2011,19,51,26,6
22,2011,20,103,21,55
22,2011,21,162,33,87
22,2011,22,198,41,106
22,2011,23,328,67,177
22,2011,24,275,210,310
22,2011,25,294,224,331
22,2011,26,311,237,350
22,2011,27,352,268,396
22,2011,28,184,243,321
22,2011,29,183,241,319
22,2011,30,152,200,264
22,2011,31,155,204,270
22,2011,32,101,248,145
22,2011,33,92,225,132
22,2011,34,74,181,106
22,2011,35,78,191,112
22,2011,36,86,166,80
22,2011,37,80,154,74
22,2011,38,91,175,84
22,2011,39,59,114,55
22,2011,40,98,103,31
22,2011,41,76,80,24
22,2011,42,91,95,29
22,2011,43,86,90,27
22,2011,44,84,42,21
22,2011,45,70,35,17
22,2011,46,60,30,15
22,2011,47,45,23,11
22,2011,48,0,0,0
22,2011,49,0,0,0
22,2011,50,0,0,0
22,2011,51,0,0,0
22,2011,52,11,0,0
22,2012,1,9,0,0
22,2012,2,2,0,0
22,2012,3,1,0,0
22,2012,4,1,0,0
22,2012,5,3,1,0
22,2012,6,3,1,0
22,2012,7,8,2,0
22,2012,8,4,3,1
22,2012,9,6,4,1
22,2012,10,7,4,1
22,2012,11,4,2,1
22,2012,12,2,5,0
22,2012,13,4,8,0
22,2012,14,4,8,0
22,2012,15,6,12,0
22,2012,16,11,17,5
22,2012,17,10,15,4
22,2012,18,16,26,7
22,2012,19,22,35,10
22,2012,20,32,64,18
22,2012,21,50,101,29
22,2012,22,66,134,38
22,2012,23,91,184,53
22,2012,24,147,224,117
22,2012,25,161,246,128
22,2012,26,239,366,191
22,2012,27,329,503,262
22,2012,28,220,404,233
22,2012,29,189,347,200
22,2012,30,150,276,159
22,2012,31,114,209,120
22,2012,32,98,186,73
22,2012,33,66,126,49
22,2012,34,50,94,37
22,2012,35,55,104,41
22,2012,36,36,88,58
22,2012,37,38,94,62
22,2012,38,36,89,59
22,2012,39,24,59,39
22,2012,40,14,39,8
22,2012,41,9,25,6
22,2012,42,8,23,5
22,2012,43,8,22,5
22,2012,44,8,18,3
22,2012,45,7,16,3
22,2012,46,5,10,2
22,2012,47,5,12,2
22,2012,48,0,2,0
22,2012,49,0,2,0
22,2012,50,0,1,0
22,2012,51,0,1,0
22,2012,52,0,1,0
22,2013,1,0,0,0
22,2013,2,0,0,0
22,2013,3,0,0,0
22,2013,4,0,0,0
22,2013,5,0,0,0
22,2013,6,0,0,0
22,2013,7,0,1,0
22,2013,8,0,0,0
22,2013,9,1,0,0
22,2013,10,1,0,0
22,2013,11,0,0,0
22,2013,12,0,0,0
22,2013,13,1,1,2
22,2013,14,1,1,2
22,2013,15,2,2,3
22,2013,16,2,2,3
22,2013,17,2,2,5
22,2013,18,3,4,10
22,2013,19,6,6,17
22,2013,20,8,9,23
22,2013,21,10,15,35
22,2013,22,18,27,64
22,2013,23,27,40,96
22,2013,24,39,57,136
22,2013,25,59,52,114
22,2013,26,88,78,171
22,2013,27,87,77,168
22,2013,28,98,87,190
22,2013,29,101,79,256
22,2013,30,68,53,173
22,2013,31,75,58,190
22,2013,32,67,52,169
22,2013,33,42,34,113
22,2013,34,31,25,84
22,2013,35,16,13,42
22,2013,36,12,10,32
22,2013,37,13,5,22
22,2013,38,12,5,21
22,2013,39,8,3,14
22,2013,40,5,2,8
22,2013,41,4,0,4
22,2013,42,4,0,4
22,2013,43,5,0,4
22,2013,44,8,1,8
22,2013,45,4,4,4
22,2013,46,2,2,2
22,2013,47,1,1,1
22,2013,48,1,1,1
22,2013,49,1,0,0
22,2013,50,1,0,0
22,2013,51,1,0,0
22,2013,52,1,0,0
22,2013,53,0,0,0
23,2009,1,0,0,0
23,2009,2,0,0,0
23,2009,3,0,0,0
23,2009,4,0,0,0
23,2009,5,0,9,0
23,2009,6,0,6,0
23,2009,7,0,2,0
23,2009,8,0,3,0
23,2009,9,0,0,0
23,2009,10,0,0,0
23,2009,11,0,0,0
23,2009,12,0,0,0
23,2009,13,10,14,6
23,2009,14,21,28,11
23,2009,15,33,44,18
23,2009,16,39,54,22
23,2009,17,51,35,31
23,2009,18,61,42,36
23,2009,19,80,55,47
23,2009,20,119,81,70
23,2009,21,159,73,62
23,2009,22,205,94,80
23,2009,23,233,106,91
23,2009,24,377,172,147
23,2009,25,462,342,248
23,2009,26,554,411,298
23,2009,27,655,486,352
23,2009,28,747,555,402
23,2009,29,811,731,651
23,2009,30,768,692,616
23,2009,31,712,641,571
23,2009,32,644,581,517
23,2009,33,536,230,349
23,2009,34,378,162,246
23,2009,35,312,134,203
23,2009,36,317,136,206
23,2009,37,313,266,94
23,2009,38,281,239,84
23,2009,39,219,186,66
23,2009,40,141,120,42
23,2009,41,176,44,88
23,2009,42,146,37,73
23,2009,43,114,28,57
23,2009,44,74,19,37
23,2009,45,0,0,0
23,2009,46,0,0,0
23,2009,47,0,0,0
23,2009,48,0,0,0
23,2009,49,0,18,0
23,2009,50,0,12,0
23,2009,51,0,11,0
23,2009,52,0,10,0
23,2009,53,9,0,3
23,2010,1,13,0,4
23,2010,2,7,0,2
23,2010,3,5,0,2
23,2010,4,3,2,0
23,2010,5,2,1,0
23,2010,6,2,1,0
23,2010,7,1,1,0
23,2010,8,1,0,0
23,2010,9,2,0,0
23,2010,10,2,0,0
23,2010,11,4,0,0
23,2010,12,3,2,1
23,2010,13,3,2,1
23,2010,14,5,5,1
23,2010,15,10,9,3
23,2010,16,14,24,6
23,2010,17,21,36,9
23,2010,18,22,38,9
23,2010,19,47,80,19
23,2010,20,69,93,44
23,2010,21,86,116,55
23,2010,22,81,109,51
23,2010,23,75,100,47
23,2010,24,119,82,75
23,2010,25,126,87,79
23,2010,26,153,106,96
23,2010,27,167,116,105
23,2010,28,180,109,114
23,2010,29,162,98,103
23,2010,30,133,80,84
23,2010,31,93,57,59
23,2010,32,80,43,27
23,2010,33,80,43,27
23,2010,34,75,41,26
23,2010,35,70,38,24
23,2010,36,54,36,27
23,2010,37,41,28,21
23,2010,38,33,23,17
23,2010,39,26,18,13
23,2010,40,27,18,25
23,2010,41,18,12,17
23,2010,42,23,16,22
23,2010,43,16,11,15
23,2010,44,25,13,21
23,2010,45,22,12,18
23,2010,46,17,9,14
23,2010,47,18,10,15
23,2010,48,23,7,2
23,2010,49,23,7,2
23,2010,50,25,8,2
23,2010,51,14,4,1
23,2010,52,0,0,11
23,2011,1,0,0,7
23,2011,2,0,0,9
23,2011,3,0,0,2
23,2011,4,0,0,4
23,2011,5,0,0,1
23,2011,6,0,0,3
23,2011,7,0,0,2
23,2011,8,0,0,1
23,2011,9,0,0,4
23,2011,10,0,0,1
23,2011,11,0,0,1
23,2011,12,0,0,0
23,2011,13,0,0,0
23,2011,14,0,1,0
23,2011,15,0,1,0
23,2011,16,9,5,1
23,2011,17,12,6,1
23,2011,18,17,9,2
23,2011,19,16,8,2
23,2011,20,36,7,19
23,2011,21,54,11,29
23,2011,22,83,17,45
23,2011,23,149,31,80
23,2011,24,156,119,176
23,2011,25,190,145,214
23,2011,26,219,167,246
23,2011,27,264,201,297
23,2011,28,195,258,340
23,2011,29,234,309,409
23,2011,30,218,287,379
23,2011,31,194,256,338
23,2011,32,128,316,185
23,2011,33,96,236,138
23,2011,34,68,168,98
23,2011,35,70,174,101
23,2011,36,60,115,55
23,2011,37,57,110,53
23,2011,38,50,97,47
23,2011,39,40,77,37
23,2011,40,65,68,21
23,2011,41,53,55,17
23,2011,42,66,69,21
23,2011,43,67,70,21
23,2011,44,67,34,17
23,2011,45,69,34,17
23,2011,46,56,28,14
23,2011,47,47,24,12
23,2011,48,0,0,0
23,2011,49,0,0,0
23,2011,50,0,0,0
23,2011,51,0,0,0
23,2011,52,13,0,0
23,2012,1,6,0,0
23,2012,2,3,0,0
23,2012,3,2,0,0
23,2012,4,4,1,0
23,2012,5,3,1,0
23,2012,6,2,0,0
23,2012,7,2,0,0
23,2012,8,3,2,0
23,2012,9,1,1,0
23,2012,10,4,2,1
23,2012,11,3,2,0
23,2012,12,1,2,0
23,2012,13,1,2,0
23,2012,14,3,6,0
23,2012,15,3,7,0
23,2012,16,4,6,2
23,2012,17,8,13,4
23,2012,18,9,14,4
23,2012,19,18,28,8
23,2012,20,33,66,19
23,2012,21,41,82,23
23,2012,22,70,140,40
23,2012,23,101,203,58
23,2012,24,165,253,132
23,2012,25,219,335,175
23,2012,26,242,371,193
23,2012,27,272,416,217
23,2012,28,224,411,236
23,2012,29,188,346,199
23,2012,30,172,316,182
23,2012,31,133,244,140
23,2012,32,118,223,87
23,2012,33,80,151,59
23,2012,34,73,138,54
23,2012,35,61,115,45
23,2012,36,39,96,63
23,2012,37,39,96,63
23,2012,38,45,111,73
23,2012,39,36,90,59
23,2012,40,29,81,18
23,2012,41,14,39,9
23,2012,42,17,48,10
23,2012,43,16,44,10
23,2012,44,17,38,7
23,2012,45,13,30,6
23,2012,46,13,30,6
23,2012,47,9,21,4
23,2012,48,0,5,1
23,2012,49,0,3,0
23,2012,50,0,3,0
23,2012,51,0,1,0
23,2012,52,0,2,0
23,2013,1,0,1,0
23,2013,2,0,0,0
23,2013,3,0,1,0
23,2013,4,0,0,0
23,2013,5,0,1,1
23,2013,6,0,1,0
23,2013,7,0,1,0
23,2013,8,0,0,0
23,2013,9,1,0,0
23,2013,10,1,0,1
23,2013,11,1,0,0
23,2013,12,1,0,0
23,2013,13,1,1,2
23,2013,14,2,2,3
23,2013,15,1,1,1
23,2013,16,1,1,2
23,2013,17,2,2,5
23,2013,18,1,2,4
23,2013,19,2,2,5
23,2013,20,5,5,14
23,2013,21,4,6,14
23,2013,22,8,11,27
23,2013,23,14,21,50
23,2013,24,24,35,83
23,2013,25,44,39,86
23,2013,26,57,50,110
23,2013,27,68,60,131
23,2013,28,87,77,168
23,2013,29,99,77,251
23,2013,30,91,71,231
23,2013,31,68,53,172
23,2013,32,65,51,166
23,2013,33,51,41,136
23,2013,34,40,33,108
23,2013,35,21,17,56
23,2013,36,14,12,38
23,2013,37,16,6,27
23,2013,38,16,7,28
23,2013,39,14,6,24
23,2013,40,10,4,17
23,2013,41,10,1,10
23,2013,42,10,1,10
23,2013,43,7,1,7
23,2013,44,8,1,8
23,2013,45,5,5,5
23,2013,46,4,4,4
23,2013,47,4,4,4
23,2013,48,2,2,2
23,2013,49,1,0,0
23,2013,50,1,0,0
23,2013,51,1,0,0
23,2013,52,1,0,0
23,2013,53,0,0,0
31,2009,1,0,19,31
31,2009,2,0,22,35
31,2009,3,0,19,30
31,2009,4,0,4,6
31,2009,5,2,9,6
31,2009,6,3,16,11
31,2009,7,6,37,25
31,2009,8,9,51,34
31,2009,9,49,8,9
31,2009,10,64,11,12
31,2009,11,62,10,11
31,2009,12,72,12,13
31,2009,13,169,28,61
31,2009,14,208,35,75
31,2009,15,229,38,83
31,2009,16,251,42,91
31,2009,17,207,55,19
31,2009,18,179,48,16
31,2009,19,157,42,14
31,2009,20,129,34,12
31,2009,21,161,29,6
31,2009,22,176,32,7
31,2009,23,164,30,7
31,2009,24,249,46,10
31,2009,25,248,60,58
31,2009,26,302,74,71
31,2009,27,229,56,54
31,2009,28,212,52,50
31,2009,29,153,82,20
31,2009,30,106,57,14
31,2009,31,83,44,11
31,2009,32,85,46,11
31,2009,33,101,102,10
31,2009,34,98,99,10
31,2009,35,66,66,6
31,2009,36,61,62,6
31,2009,37,97,102,12
31,2009,38,92,96,11
31,2009,39,105,110,13
